sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,num_cases
Alabama,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,0.0
Alabama,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,0.0
Alabama,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,0.0
Alabama,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,0.0
Alabama,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,0.0
Alabama,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,0.0
Alabama,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,0.0
Alabama,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,0.0
Alabama,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,0.0
Alabama,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,0.0
Alabama,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,0.0
Alabama,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,0.0
Alabama,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,0.0
Alabama,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,0.0
Alabama,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,0.0
Alabama,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,0.0
Alabama,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,0.0
Alabama,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,0.0
Alabama,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,0.0
Alabama,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,0.0
Alabama,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,0.0
Alabama,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,0.0
Alabama,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,0.0
Alabama,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,0.0
Alabama,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,0.0
Alabama,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,0.0
Alabama,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,0.0
Alabama,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,0.00291355808229
Alabama,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,0.00291355808229
Alabama,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,0.064098277810385
Alabama,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,0.08449318438641701
Alabama,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,0.113628765209319
Alabama,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,0.148591462196802
Alabama,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,0.22725753041863897
Alabama,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,0.305923598640476
Alabama,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,0.37876255069773207
Alabama,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,0.39333034110918297
Alabama,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,0.486564199742471
Alabama,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,0.591452290704919
Alabama,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,0.9760419575672321
Alabama,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,1.31984181127748
Alabama,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,1.5529264578606998
Alabama,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,1.71608571046895
Alabama,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,1.96082458938133
Alabama,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,2.18808211979997
Alabama,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,2.20556346829371
Alabama,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,2.0977618192489698
Alabama,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,2.1531194228124897
Alabama,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,2.61054804173206
Alabama,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,2.66007852913099
Alabama,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,2.9456072211954396
Alabama,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,3.0854580091453703
Alabama,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,3.49044258258371
Alabama,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,4.05858640863031
Alabama,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,4.568459073031099
Alabama,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,4.29167105521353
Alabama,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,4.74618611605081
Alabama,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,5.075418179349599
Alabama,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,5.23566387387557
Alabama,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,5.11620799250167
Alabama,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,5.075418179349599
Alabama,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,4.562631956866519
Alabama,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,4.556804840701941
Alabama,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,4.256708358226049
Alabama,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,3.9711796661616003
Alabama,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,5.40173668456611
Alabama,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,5.70183316704201
Alabama,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,5.33472484867344
Alabama,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,5.56489593717437
Alabama,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,4.23631345165001
Alabama,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,4.341201542612461
Alabama,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,5.500797659363981
Alabama,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,2.5697582285799903
Alabama,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,3.6128120220399
Alabama,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,3.6128120220399
Alabama,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,3.4991832568305803
Alabama,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,3.69439164834403
Alabama,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,4.07315419904176
Alabama,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,3.0708902187339198
Alabama,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,5.797980583757581
Alabama,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,5.07833173743189
Alabama,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,4.0177965954782495
Alabama,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,5.69309249279514
Alabama,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,7.48493071340364
Alabama,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,7.391696854770349
Alabama,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,7.228537602162089
Alabama,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,6.176743134455321
Alabama,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,5.84751107115652
Alabama,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,7.21105625366835
Alabama,2020-05-14,-10.0,5.0,38.0,-11.0,-31.0,11.0,6.11555841472722
Alabama,2020-05-15,-13.0,1.0,46.0,-12.0,-32.0,11.0,5.92035002321378
Alabama,2020-05-16,-15.0,8.0,71.0,-4.0,-14.0,4.0,6.068941485410581
Alabama,2020-05-17,-18.0,-1.0,30.0,-12.0,-21.0,6.0,4.08480843137092
Alabama,2020-05-18,-8.0,1.0,16.0,-12.0,-29.0,10.0,6.37486508405105
Alabama,2020-05-19,-6.0,6.0,35.0,-10.0,-28.0,10.0,4.3004117294604
Alabama,2020-05-20,-1.0,7.0,44.0,-4.0,-30.0,9.0,6.98088516516742
Alabama,2020-05-21,-5.0,9.0,40.0,-4.0,-30.0,10.0,6.83229370297062
Alabama,2020-05-22,-11.0,4.0,40.0,-3.0,-32.0,11.0,6.733232728172751
Alabama,2020-05-23,-14.0,10.0,68.0,3.0,-14.0,4.0,7.05663767530697
Alabama,2020-05-24,-13.0,10.0,89.0,-8.0,-21.0,3.0,9.416619721962071
Alabama,2020-05-25,-20.0,0.0,84.0,-15.0,-67.0,17.0,7.81416277670243
Alabama,2020-05-26,-12.0,0.0,1.0,-8.0,-30.0,11.0,10.7685106721447
Alabama,2020-05-27,-9.0,0.0,14.0,-8.0,-30.0,11.0,8.66492173673118
Alabama,2020-05-28,-6.0,7.0,31.0,-4.0,-28.0,10.0,9.02911649701746
Alabama,2020-05-29,-9.0,2.0,45.0,-5.0,-28.0,10.0,9.92649238636286
Alabama,2020-05-30,-11.0,7.0,75.0,8.0,-6.0,3.0,9.57395185840574
Alabama,2020-05-31,-9.0,5.0,79.0,3.0,-14.0,3.0,10.2877735885669
Alabama,2020-06-01,-1.0,8.0,46.0,-1.0,-28.0,8.0,9.34378076990481
Alabama,2020-06-02,-4.0,7.0,36.0,-3.0,-27.0,9.0,8.72902001454157
Alabama,2020-06-03,1.0,9.0,44.0,-1.0,-28.0,8.0,7.61021371094212
Alabama,2020-06-04,-6.0,8.0,35.0,-4.0,-27.0,9.0,6.92261400352162
Alabama,2020-06-05,-10.0,2.0,41.0,-5.0,-28.0,10.0,6.1097312985626395
Alabama,2020-06-06,-11.0,8.0,55.0,7.0,-9.0,3.0,7.13530374352881
Alabama,2020-06-07,-15.0,-1.0,36.0,-7.0,-17.0,5.0,6.701183589267559
Alabama,2020-06-08,-10.0,-1.0,10.0,-10.0,-28.0,10.0,8.900919941396689
Alabama,2020-06-09,-8.0,1.0,9.0,-7.0,-27.0,10.0,7.88117461259511
Alabama,2020-06-10,-1.0,6.0,43.0,-2.0,-27.0,8.0,9.367089234563132
Alabama,2020-06-11,-3.0,7.0,60.0,2.0,-26.0,8.0,11.153100339007098
Alabama,2020-06-12,-7.0,3.0,71.0,1.0,-27.0,8.0,12.752643726184402
Alabama,2020-06-13,-9.0,8.0,92.0,18.0,-6.0,2.0,15.6166713210757
Alabama,2020-06-14,-8.0,5.0,75.0,10.0,-14.0,2.0,16.994784293999
Alabama,2020-06-15,-3.0,4.0,61.0,1.0,-27.0,7.0,15.494301881619501
Alabama,2020-06-16,-3.0,6.0,60.0,0.0,-26.0,8.0,16.1032355208182
Alabama,2020-06-17,1.0,7.0,68.0,1.0,-28.0,7.0,15.6224984372403
Alabama,2020-06-18,-4.0,6.0,58.0,3.0,-27.0,8.0,15.7565221090256
Alabama,2020-06-19,-6.0,5.0,72.0,4.0,-29.0,6.0,15.5846221821705
Alabama,2020-06-20,-6.0,14.0,93.0,20.0,-7.0,1.0,12.306869339594
Alabama,2020-06-21,-10.0,7.0,58.0,8.0,-15.0,2.0,11.0045088768102
Alabama,2020-06-22,-8.0,-1.0,30.0,2.0,-30.0,9.0,11.074434270785199
Alabama,2020-06-23,-7.0,2.0,29.0,-2.0,-29.0,9.0,12.717681029196902
Alabama,2020-06-24,-3.0,2.0,28.0,0.0,-29.0,9.0,13.990905911157698
Alabama,2020-06-25,-6.0,4.0,38.0,1.0,-28.0,9.0,14.748431012553198
Alabama,2020-06-26,-9.0,-1.0,41.0,2.0,-29.0,9.0,15.299093490106099
Alabama,2020-06-27,-11.0,3.0,59.0,19.0,-7.0,3.0,16.3508879578128
Alabama,2020-06-28,-10.0,1.0,58.0,11.0,-13.0,3.0,18.6467717266576
Alabama,2020-06-29,-5.0,0.0,42.0,2.0,-29.0,8.0,19.8034542853268
Alabama,2020-06-30,-2.0,3.0,34.0,0.0,-29.0,9.0,20.129772790543303
Alabama,2020-07-01,4.0,9.0,35.0,5.0,-32.0,8.0,20.322067623974398
Alabama,2020-07-02,6.0,18.0,54.0,12.0,-34.0,8.0,20.196784626436
Alabama,2020-07-03,-3.0,18.0,76.0,0.0,-55.0,14.0,22.379039630071397
Alabama,2020-07-04,-35.0,0.0,76.0,-9.0,-28.0,4.0,22.6703954383004
Alabama,2020-07-05,-18.0,-7.0,46.0,11.0,-21.0,4.0,24.9662792071451
Alabama,2020-07-06,-5.0,3.0,40.0,6.0,-34.0,9.0,22.4810141629515
Alabama,2020-07-07,-7.0,2.0,29.0,-1.0,-31.0,9.0,22.6354327413129
Alabama,2020-07-08,-3.0,3.0,40.0,1.0,-31.0,8.0,23.3871307265438
Alabama,2020-07-09,-6.0,4.0,43.0,2.0,-30.0,9.0,26.7260682888484
Alabama,2020-07-10,-10.0,0.0,45.0,-1.0,-31.0,9.0,25.6247433337427
Alabama,2020-07-11,-11.0,5.0,70.0,17.0,-8.0,3.0,26.906708889950398
Alabama,2020-07-12,-16.0,-4.0,29.0,5.0,-18.0,5.0,25.793729702515503
Alabama,2020-07-13,-6.0,1.0,41.0,0.0,-30.0,8.0,31.9180287914896
Alabama,2020-07-14,-4.0,4.0,47.0,0.0,-30.0,8.0,34.3217142093791
Alabama,2020-07-15,-3.0,3.0,42.0,1.0,-31.0,8.0,36.2067862886209
Alabama,2020-07-16,-8.0,5.0,38.0,1.0,-30.0,9.0,35.7872339247711
Alabama,2020-07-17,-11.0,-1.0,44.0,1.0,-31.0,9.0,37.791761885386705
Alabama,2020-07-18,-13.0,4.0,63.0,16.0,-10.0,3.0,39.8807830303888
Alabama,2020-07-19,-12.0,1.0,48.0,7.0,-18.0,4.0,40.4722353210938
Alabama,2020-07-20,-9.0,-1.0,35.0,-1.0,-31.0,8.0,40.0992998865606
Alabama,2020-07-21,-9.0,0.0,28.0,-4.0,-31.0,9.0,39.5865136640775
Alabama,2020-07-22,-4.0,3.0,43.0,0.0,-30.0,8.0,38.8406427950112
Alabama,2020-07-23,-8.0,2.0,31.0,1.0,-30.0,9.0,40.1692252805356
Alabama,2020-07-24,-11.0,-3.0,37.0,0.0,-30.0,10.0,39.7642407070972
Alabama,2020-07-25,-14.0,1.0,54.0,12.0,-10.0,3.0,39.793376287920104
Alabama,2020-07-26,-13.0,-1.0,51.0,5.0,-18.0,4.0,38.109339716356395
Alabama,2020-07-27,-8.0,-1.0,32.0,-3.0,-31.0,8.0,38.2666718528001
Alabama,2020-07-28,-9.0,-1.0,24.0,-4.0,-30.0,9.0,37.5441094483921
Alabama,2020-07-29,-5.0,-1.0,34.0,-3.0,-31.0,9.0,37.0167554354975
Alabama,2020-07-30,-8.0,1.0,31.0,-2.0,-30.0,9.0,35.9008626899804
Alabama,2020-07-31,-7.0,0.0,38.0,0.0,-31.0,9.0,36.5447590261665
Alabama,2020-08-01,-9.0,8.0,63.0,15.0,-9.0,2.0,34.8811173611788
Alabama,2020-08-02,-10.0,3.0,59.0,8.0,-18.0,3.0,37.4100857766067
Alabama,2020-08-03,-1.0,6.0,44.0,1.0,-30.0,7.0,35.3414595381806
Alabama,2020-08-04,-4.0,5.0,38.0,-2.0,-29.0,7.0,35.1957816340661
Alabama,2020-08-05,-2.0,4.0,51.0,0.0,-30.0,7.0,34.173122747182305
Alabama,2020-08-06,-8.0,3.0,40.0,-2.0,-30.0,8.0,33.7943601964845
Alabama,2020-08-07,-10.0,-2.0,45.0,-2.0,-30.0,8.0,34.0128770526563
Alabama,2020-08-08,-12.0,3.0,68.0,12.0,-10.0,2.0,35.0617579622808
Alabama,2020-08-09,-11.0,1.0,49.0,5.0,-17.0,3.0,31.6295865413429
Alabama,2020-08-10,-7.0,-1.0,30.0,-3.0,-30.0,7.0,32.7920962161767
Alabama,2020-08-11,-8.0,0.0,24.0,-5.0,-29.0,8.0,32.3404947134217
Alabama,2020-08-12,-5.0,0.0,36.0,-2.0,-30.0,7.0,32.1948168093072
Alabama,2020-08-13,-10.0,0.0,24.0,-3.0,-29.0,8.0,28.657757297406803
Alabama,2020-08-14,-12.0,-5.0,24.0,-5.0,-30.0,8.0,24.5408997271307
Alabama,2020-08-15,-12.0,2.0,51.0,6.0,-10.0,3.0,22.874344504060698
Alabama,2020-08-16,-11.0,0.0,51.0,6.0,-17.0,3.0,22.8830851783076
Alabama,2020-08-17,-9.0,-2.0,30.0,-3.0,-29.0,6.0,19.7043933105289
Alabama,2020-08-18,-9.0,-1.0,28.0,-4.0,-27.0,7.0,20.7765826848117
Alabama,2020-08-19,-7.0,-2.0,29.0,-4.0,-28.0,6.0,21.5632433670301
Alabama,2020-08-20,-12.0,-3.0,18.0,-5.0,-28.0,7.0,22.717012367617002
Alabama,2020-08-21,-12.0,-5.0,26.0,-6.0,-28.0,7.0,23.821250880805
Alabama,2020-08-22,-13.0,0.0,53.0,2.0,-9.0,3.0,22.4198294432234
Alabama,2020-08-23,-15.0,-2.0,34.0,0.0,-16.0,4.0,26.5221192230881
Alabama,2020-08-24,-13.0,-6.0,17.0,-7.0,-27.0,7.0,26.915449564197303
Alabama,2020-08-25,-13.0,-6.0,9.0,-11.0,-27.0,8.0,25.111957111259603
Alabama,2020-08-26,-9.0,-4.0,19.0,-8.0,-27.0,7.0,29.747428020183396
Alabama,2020-08-27,-13.0,-5.0,15.0,-9.0,-26.0,7.0,34.487787020069604
Alabama,2020-08-28,-15.0,-9.0,9.0,-10.0,-27.0,9.0,35.1054613335151
Alabama,2020-08-29,-14.0,-3.0,37.0,-5.0,-10.0,3.0,37.864600837444
Alabama,2020-08-30,-17.0,-7.0,15.0,-5.0,-17.0,4.0,35.3239781896869
Alabama,2020-08-31,-11.0,-6.0,15.0,-7.0,-27.0,6.0,35.874640667239795
Alabama,2020-09-01,-7.0,3.0,20.0,-4.0,-26.0,6.0,39.54281029284321
Alabama,2020-09-02,-7.0,-2.0,32.0,-3.0,-27.0,6.0,34.601415785278895
Alabama,2020-09-03,-4.0,5.0,31.0,3.0,-26.0,5.0,31.2246019679045
Alabama,2020-09-04,-5.0,1.0,40.0,7.0,-29.0,5.0,31.612105192849103
Alabama,2020-09-05,-9.0,6.0,73.0,9.0,-16.0,1.0,31.4227239175003
Alabama,2020-09-06,-8.0,4.0,82.0,-3.0,-21.0,1.0,28.549955648362104
Alabama,2020-09-07,-16.0,-4.0,71.0,-6.0,-69.0,15.0,30.1990295229384
Alabama,2020-09-08,-10.0,-1.0,29.0,-3.0,-27.0,5.0,23.993150807660196
Alabama,2020-09-09,-6.0,-2.0,36.0,-2.0,-27.0,4.0,23.2968104259928
Alabama,2020-09-10,-11.0,-2.0,33.0,-5.0,-27.0,4.0,22.999627501599196
Alabama,2020-09-11,-11.0,-6.0,38.0,-7.0,-26.0,4.0,22.7607157388514
Alabama,2020-09-12,-12.0,-1.0,59.0,-1.0,-11.0,0.0,20.9484826116668
Alabama,2020-09-13,-13.0,-2.0,39.0,-2.0,-18.0,2.0,23.0229359662575
Alabama,2020-09-14,-9.0,4.0,31.0,-6.0,-25.0,4.0,21.2398384198959
Alabama,2020-09-15,-18.0,-6.0,11.0,-17.0,-30.0,8.0,23.815423764640396
Alabama,2020-09-16,-27.0,-21.0,0.0,-25.0,-38.0,9.0,24.465147216991202
Alabama,2020-09-17,-14.0,-3.0,22.0,-7.0,-31.0,5.0,22.0090177536205
Alabama,2020-09-18,-12.0,-6.0,29.0,-7.0,-27.0,4.0,22.140127867323603
Alabama,2020-09-19,-12.0,-2.0,49.0,-1.0,-10.0,0.0,22.9734054788586
Alabama,2020-09-20,-11.0,-2.0,46.0,-2.0,-16.0,2.0,22.020671985949697
Alabama,2020-09-21,-9.0,-4.0,28.0,-5.0,-26.0,5.0,21.9565737081393
Alabama,2020-09-22,-10.0,-6.0,21.0,-8.0,-24.0,5.0,22.355731165412998
Alabama,2020-09-23,-8.0,-5.0,14.0,-7.0,-24.0,6.0,20.9863588667366
Alabama,2020-09-24,-17.0,-10.0,-14.0,-12.0,-25.0,8.0,22.0323262182788
Alabama,2020-09-25,-12.0,-8.0,9.0,-9.0,-23.0,6.0,29.651280603467804
Alabama,2020-09-26,-16.0,-4.0,34.0,-5.0,-9.0,2.0,28.9724215702942
Alabama,2020-09-27,-13.0,-6.0,32.0,-3.0,-15.0,3.0,28.5965725776787
Alabama,2020-09-28,-14.0,-9.0,4.0,-11.0,-23.0,6.0,28.424672650823602
Alabama,2020-09-29,-11.0,-7.0,9.0,-10.0,-22.0,6.0,27.3262612538002
Alabama,2020-09-30,-5.0,-3.0,19.0,-6.0,-24.0,4.0,29.088963893585802
Alabama,2020-10-01,-6.0,1.0,18.0,-6.0,-22.0,3.0,30.146585477457105
Alabama,2020-10-02,-6.0,-1.0,22.0,-4.0,-23.0,3.0,21.333072278529198
Alabama,2020-10-03,-10.0,1.0,42.0,2.0,-10.0,0.0,25.452843406887602
Alabama,2020-10-04,-9.0,-2.0,34.0,0.0,-17.0,1.0,25.653878914565603
Alabama,2020-10-05,-7.0,-2.0,21.0,-6.0,-24.0,4.0,25.0362046011201
Alabama,2020-10-06,-8.0,-2.0,18.0,-6.0,-23.0,4.0,25.758767005528
Alabama,2020-10-07,-7.0,-3.0,23.0,-4.0,-24.0,4.0,25.365436664418898
Alabama,2020-10-08,-12.0,-3.0,20.0,-3.0,-23.0,5.0,23.191922335030302
Alabama,2020-10-09,-14.0,-7.0,3.0,-11.0,-25.0,8.0,25.1236113435888
Alabama,2020-10-10,-23.0,-10.0,-15.0,-16.0,-12.0,6.0,20.735792871659697
Alabama,2020-10-11,-16.0,-6.0,5.0,-6.0,-16.0,4.0,20.980531750572
Alabama,2020-10-12,-11.0,-5.0,25.0,-7.0,-31.0,7.0,21.633168761005102
Alabama,2020-10-13,-11.0,-4.0,23.0,-7.0,-23.0,5.0,23.0258495243398
Alabama,2020-10-14,-8.0,-2.0,22.0,-5.0,-23.0,5.0,22.332422700754698
Alabama,2020-10-15,-11.0,-1.0,18.0,-5.0,-22.0,5.0,24.4127031715099
Alabama,2020-10-16,-10.0,-5.0,21.0,-5.0,-22.0,5.0,23.2909833098282
Alabama,2020-10-17,-13.0,-1.0,47.0,1.0,-9.0,1.0,24.6982318635744
Alabama,2020-10-18,-12.0,-3.0,36.0,2.0,-15.0,2.0,25.146919808247105
Alabama,2020-10-19,-12.0,-4.0,18.0,-8.0,-22.0,5.0,25.548990823603102
Alabama,2020-10-20,-12.0,-4.0,17.0,-9.0,-21.0,5.0,25.455756964969897
Alabama,2020-10-21,-9.0,-3.0,21.0,-6.0,-22.0,5.0,26.932930912691003
Alabama,2020-10-22,-12.0,-2.0,20.0,-6.0,-21.0,5.0,27.7399865014854
Alabama,2020-10-23,-11.0,-6.0,20.0,-8.0,-22.0,5.0,43.391620519548596
Alabama,2020-10-24,-20.0,-8.0,3.0,-10.0,-13.0,4.0,49.466389121123804
Alabama,2020-10-25,-14.0,-4.0,28.0,-2.0,-16.0,2.0,49.83349743949229
Alabama,2020-10-26,-12.0,-4.0,16.0,-8.0,-21.0,5.0,50.2443091290952
Alabama,2020-10-27,-12.0,-3.0,10.0,-8.0,-20.0,5.0,50.6813428414388
Alabama,2020-10-28,-13.0,-3.0,-15.0,-14.0,-24.0,7.0,51.217437528580206
Alabama,2020-10-29,-12.0,-6.0,3.0,-13.0,-31.0,5.0,51.205783296251
Alabama,2020-10-30,-6.0,-1.0,12.0,-6.0,-25.0,3.0,35.997010106696
Alabama,2020-10-31,-11.0,6.0,47.0,-6.0,-9.0,-1.0,31.0847511799546
Alabama,2020-11-01,-10.0,-1.0,21.0,-7.0,-15.0,1.0,34.677168295418504
Alabama,2020-11-02,-9.0,-3.0,4.0,-9.0,-22.0,5.0,34.546058181715395
Alabama,2020-11-03,4.0,6.0,37.0,-8.0,-22.0,3.0,34.368331138695694
Alabama,2020-11-04,-10.0,-6.0,8.0,-9.0,-21.0,6.0,36.148515126975
Alabama,2020-11-05,-13.0,-4.0,5.0,-10.0,-20.0,6.0,35.8047152732648
Alabama,2020-11-06,-12.0,-8.0,11.0,-12.0,-20.0,6.0,37.031323225909
Alabama,2020-11-07,-13.0,-5.0,26.0,-8.0,-7.0,2.0,37.63151619086079
Alabama,2020-11-08,-12.0,-5.0,23.0,-9.0,-14.0,3.0,34.28966507047387
Alabama,2020-11-09,-12.0,-5.0,10.0,-11.0,-20.0,5.0,35.13751047242034
Alabama,2020-11-10,-11.0,-4.0,-3.0,-9.0,-21.0,6.0,37.63151619086079
Alabama,2020-11-11,-8.0,-6.0,-5.0,-12.0,-35.0,10.0,39.27476294927248
Alabama,2020-11-12,-14.0,-3.0,0.0,-12.0,-21.0,6.0,41.404573907426645
Alabama,2020-11-13,-12.0,-6.0,11.0,-11.0,-21.0,6.0,46.54991748075122
Alabama,2020-11-14,-12.0,-3.0,29.0,-8.0,-8.0,2.0,48.36506416601804
Alabama,2020-11-15,-14.0,-4.0,9.0,-9.0,-15.0,3.0,51.43304082666968
Alabama,2020-11-16,-12.0,-3.0,2.0,-9.0,-21.0,5.0,52.324589599850476
Alabama,2020-11-17,-12.0,-2.0,-3.0,-10.0,-20.0,6.0,51.49713910448005
Alabama,2020-11-18,-9.0,-1.0,3.0,-9.0,-22.0,6.0,53.69687545660919
Alabama,2020-11-19,-13.0,-1.0,-3.0,-9.0,-21.0,6.0,55.64313225557907
Alabama,2020-11-20,-12.0,-4.0,7.0,-7.0,-21.0,6.0,53.548283994412394
Alabama,2020-11-21,-14.0,0.0,24.0,2.0,-7.0,2.0,53.98823126483821
Alabama,2020-11-22,-12.0,0.0,15.0,-1.0,-12.0,3.0,53.2423603957719
Alabama,2020-11-23,-6.0,3.0,5.0,-7.0,-27.0,7.0,53.766800850584154
Alabama,2020-11-24,-2.0,11.0,5.0,-2.0,-28.0,6.0,58.44597513074228
Alabama,2020-11-25,6.0,30.0,-1.0,3.0,-36.0,7.0,57.28346545590848
Alabama,2020-11-26,-76.0,-35.0,0.0,-40.0,-80.0,21.0,57.68845002934682
Alabama,2020-11-27,-21.0,-16.0,12.0,-30.0,-59.0,17.0,52.2604913220401
Alabama,2020-11-28,-25.0,-11.0,3.0,-7.0,-19.0,5.0,51.147512134605215
Alabama,2020-11-29,-23.0,-16.0,-30.0,8.0,-20.0,6.0,52.70043859246592
Alabama,2020-11-30,-11.0,-4.0,-16.0,-6.0,-23.0,7.0,54.635041159106635
Alabama,2020-12-01,-8.0,1.0,-14.0,-8.0,-22.0,7.0,57.92444823401232
Alabama,2020-12-02,-8.0,-1.0,-4.0,-9.0,-22.0,6.0,62.565746259100685
Alabama,2020-12-03,-9.0,2.0,-10.0,-11.0,-21.0,7.0,65.9075973794876
Alabama,2020-12-04,-14.0,-7.0,-17.0,-18.0,-22.0,9.0,75.90984227599
Alabama,2020-12-05,-13.0,-1.0,12.0,-11.0,-5.0,3.0,80.11702014681711
Alabama,2020-12-06,-14.0,-4.0,-4.0,-13.0,-13.0,4.0,79.61006104049859
