sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,num_cases
Alabama,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,0.0
Alabama,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,0.0
Alabama,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,0.0
Alabama,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,0.0
Alabama,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,0.0
Alabama,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,0.0
Alabama,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,0.0
Alabama,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,0.0
Alabama,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,0.0
Alabama,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,0.0
Alabama,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,0.0
Alabama,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,0.0
Alabama,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,0.0
Alabama,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,0.0
Alabama,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,0.0
Alabama,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,0.0
Alabama,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,0.0
Alabama,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,0.0
Alabama,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,0.0
Alabama,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,0.0
Alabama,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,0.0
Alabama,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,0.0
Alabama,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,0.0
Alabama,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,0.0
Alabama,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,0.0
Alabama,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,0.0
Alabama,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,0.0
Alabama,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,1.0
Alabama,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,0.0
Alabama,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,21.0
Alabama,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,7.0
Alabama,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,10.0
Alabama,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,12.0
Alabama,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,27.0
Alabama,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,28.0
Alabama,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,25.0
Alabama,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,26.0
Alabama,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,39.0
Alabama,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,46.0
Alabama,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,144.0
Alabama,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,145.0
Alabama,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,108.0
Alabama,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,81.0
Alabama,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,110.0
Alabama,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,117.0
Alabama,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,52.0
Alabama,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,107.0
Alabama,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,164.0
Alabama,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,265.0
Alabama,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,98.0
Alabama,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,208.0
Alabama,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,165.0
Alabama,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,191.0
Alabama,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,302.0
Alabama,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,339.0
Alabama,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,170.0
Alabama,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,254.0
Alabama,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,321.0
Alabama,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,220.0
Alabama,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,150.0
Alabama,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,288.0
Alabama,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,163.0
Alabama,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,168.0
Alabama,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,151.0
Alabama,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,223.0
Alabama,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,711.0
Alabama,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,253.0
Alabama,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,162.0
Alabama,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,242.0
Alabama,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,-288.0
Alabama,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,187.0
Alabama,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,621.0
Alabama,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,-295.0
Alabama,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,611.0
Alabama,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,162.0
Alabama,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,203.0
Alabama,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,-221.0
Alabama,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,317.0
Alabama,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,277.0
Alabama,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,641.0
Alabama,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,364.0
Alabama,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,-202.0
Alabama,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,778.0
Alabama,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,394.0
Alabama,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,285.0
Alabama,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,221.0
Alabama,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,280.0
Alabama,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,251.0
Alabama,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,266.0
Alabama,2020-05-14,-10.0,5.0,38.0,-11.0,-31.0,11.0,402.0
Alabama,2020-05-15,-13.0,1.0,46.0,-12.0,-32.0,11.0,327.0
Alabama,2020-05-16,-15.0,8.0,71.0,-4.0,-14.0,4.0,336.0
Alabama,2020-05-17,-18.0,-1.0,30.0,-12.0,-21.0,6.0,-460.0
Alabama,2020-05-18,-8.0,1.0,16.0,-12.0,-29.0,10.0,1066.0
Alabama,2020-05-19,-6.0,6.0,35.0,-10.0,-28.0,10.0,-461.0
Alabama,2020-05-20,-1.0,7.0,44.0,-4.0,-30.0,9.0,1186.0
Alabama,2020-05-21,-5.0,9.0,40.0,-4.0,-30.0,10.0,351.0
Alabama,2020-05-22,-11.0,4.0,40.0,-3.0,-32.0,11.0,293.0
Alabama,2020-05-23,-14.0,10.0,68.0,3.0,-14.0,4.0,447.0
Alabama,2020-05-24,-13.0,10.0,89.0,-8.0,-21.0,3.0,350.0
Alabama,2020-05-25,-20.0,0.0,84.0,-15.0,-67.0,17.0,516.0
Alabama,2020-05-26,-12.0,0.0,1.0,-8.0,-30.0,11.0,553.0
Alabama,2020-05-27,-9.0,0.0,14.0,-8.0,-30.0,11.0,464.0
Alabama,2020-05-28,-6.0,7.0,31.0,-4.0,-28.0,10.0,476.0
Alabama,2020-05-29,-9.0,2.0,45.0,-5.0,-28.0,10.0,601.0
Alabama,2020-05-30,-11.0,7.0,75.0,8.0,-6.0,3.0,326.0
Alabama,2020-05-31,-9.0,5.0,79.0,3.0,-14.0,3.0,595.0
Alabama,2020-06-01,-1.0,8.0,46.0,-1.0,-28.0,8.0,192.0
Alabama,2020-06-02,-4.0,7.0,36.0,-3.0,-27.0,9.0,342.0
Alabama,2020-06-03,1.0,9.0,44.0,-1.0,-28.0,8.0,80.0
Alabama,2020-06-04,-6.0,8.0,35.0,-4.0,-27.0,9.0,240.0
Alabama,2020-06-05,-10.0,2.0,41.0,-5.0,-28.0,10.0,322.0
Alabama,2020-06-06,-11.0,8.0,55.0,7.0,-9.0,3.0,678.0
Alabama,2020-06-07,-15.0,-1.0,36.0,-7.0,-17.0,5.0,446.0
Alabama,2020-06-08,-10.0,-1.0,10.0,-10.0,-28.0,10.0,947.0
Alabama,2020-06-09,-8.0,1.0,9.0,-7.0,-27.0,10.0,-8.0
Alabama,2020-06-10,-1.0,6.0,43.0,-2.0,-27.0,8.0,590.0
Alabama,2020-06-11,-3.0,7.0,60.0,2.0,-26.0,8.0,853.0
Alabama,2020-06-12,-7.0,3.0,71.0,1.0,-27.0,8.0,871.0
Alabama,2020-06-13,-9.0,8.0,92.0,18.0,-6.0,2.0,1661.0
Alabama,2020-06-14,-8.0,5.0,75.0,10.0,-14.0,2.0,919.0
Alabama,2020-06-15,-3.0,4.0,61.0,1.0,-27.0,7.0,432.0
Alabama,2020-06-16,-3.0,6.0,60.0,0.0,-26.0,8.0,201.0
Alabama,2020-06-17,1.0,7.0,68.0,1.0,-28.0,7.0,425.0
Alabama,2020-06-18,-4.0,6.0,58.0,3.0,-27.0,8.0,899.0
Alabama,2020-06-19,-6.0,5.0,72.0,4.0,-29.0,6.0,812.0
Alabama,2020-06-20,-6.0,14.0,93.0,20.0,-7.0,1.0,536.0
Alabama,2020-06-21,-10.0,7.0,58.0,8.0,-15.0,2.0,472.0
Alabama,2020-06-22,-8.0,-1.0,30.0,2.0,-30.0,9.0,456.0
Alabama,2020-06-23,-7.0,2.0,29.0,-2.0,-29.0,9.0,765.0
Alabama,2020-06-24,-3.0,2.0,28.0,0.0,-29.0,9.0,862.0
Alabama,2020-06-25,-6.0,4.0,38.0,1.0,-28.0,9.0,1159.0
Alabama,2020-06-26,-9.0,-1.0,41.0,2.0,-29.0,9.0,1001.0
Alabama,2020-06-27,-11.0,3.0,59.0,19.0,-7.0,3.0,897.0
Alabama,2020-06-28,-10.0,1.0,58.0,11.0,-13.0,3.0,1260.0
Alabama,2020-06-29,-5.0,0.0,42.0,2.0,-29.0,8.0,853.0
Alabama,2020-06-30,-2.0,3.0,34.0,0.0,-29.0,9.0,877.0
Alabama,2020-07-01,4.0,9.0,35.0,5.0,-32.0,8.0,928.0
Alabama,2020-07-02,6.0,18.0,54.0,12.0,-34.0,8.0,1116.0
Alabama,2020-07-03,-3.0,18.0,76.0,0.0,-55.0,14.0,1750.0
Alabama,2020-07-04,-35.0,0.0,76.0,-9.0,-28.0,4.0,997.0
Alabama,2020-07-05,-18.0,-7.0,46.0,11.0,-21.0,4.0,2048.0
Alabama,2020-07-06,-5.0,3.0,40.0,6.0,-34.0,9.0,0.0
Alabama,2020-07-07,-7.0,2.0,29.0,-1.0,-31.0,9.0,930.0
Alabama,2020-07-08,-3.0,3.0,40.0,1.0,-31.0,8.0,1186.0
Alabama,2020-07-09,-6.0,4.0,43.0,2.0,-30.0,9.0,2262.0
Alabama,2020-07-10,-10.0,0.0,45.0,-1.0,-31.0,9.0,1372.0
Alabama,2020-07-11,-11.0,5.0,70.0,17.0,-8.0,3.0,1437.0
Alabama,2020-07-12,-16.0,-4.0,29.0,5.0,-18.0,5.0,1666.0
Alabama,2020-07-13,-6.0,1.0,41.0,0.0,-30.0,8.0,2102.0
Alabama,2020-07-14,-4.0,4.0,47.0,0.0,-30.0,8.0,1755.0
Alabama,2020-07-15,-3.0,3.0,42.0,1.0,-31.0,8.0,1833.0
Alabama,2020-07-16,-8.0,5.0,38.0,1.0,-30.0,9.0,2118.0
Alabama,2020-07-17,-11.0,-1.0,44.0,1.0,-31.0,9.0,2060.0
Alabama,2020-07-18,-13.0,4.0,63.0,16.0,-10.0,3.0,2154.0
Alabama,2020-07-19,-12.0,1.0,48.0,7.0,-18.0,4.0,1869.0
Alabama,2020-07-20,-9.0,-1.0,35.0,-1.0,-31.0,8.0,1974.0
Alabama,2020-07-21,-9.0,0.0,28.0,-4.0,-31.0,9.0,1579.0
Alabama,2020-07-22,-4.0,3.0,43.0,0.0,-30.0,8.0,1577.0
Alabama,2020-07-23,-8.0,2.0,31.0,1.0,-30.0,9.0,2574.0
Alabama,2020-07-24,-11.0,-3.0,37.0,0.0,-30.0,10.0,1921.0
Alabama,2020-07-25,-14.0,1.0,54.0,12.0,-10.0,3.0,2164.0
Alabama,2020-07-26,-13.0,-1.0,51.0,5.0,-18.0,4.0,1291.0
Alabama,2020-07-27,-8.0,-1.0,32.0,-3.0,-31.0,8.0,2028.0
Alabama,2020-07-28,-9.0,-1.0,24.0,-4.0,-30.0,9.0,1331.0
Alabama,2020-07-29,-5.0,-1.0,34.0,-3.0,-31.0,9.0,1396.0
Alabama,2020-07-30,-8.0,1.0,31.0,-2.0,-30.0,9.0,2191.0
Alabama,2020-07-31,-7.0,0.0,38.0,0.0,-31.0,9.0,2142.0
Alabama,2020-08-01,-9.0,8.0,63.0,15.0,-9.0,2.0,1593.0
Alabama,2020-08-02,-10.0,3.0,59.0,8.0,-18.0,3.0,2159.0
Alabama,2020-08-03,-1.0,6.0,44.0,1.0,-30.0,7.0,1318.0
Alabama,2020-08-04,-4.0,5.0,38.0,-2.0,-29.0,7.0,1281.0
Alabama,2020-08-05,-2.0,4.0,51.0,0.0,-30.0,7.0,1045.0
Alabama,2020-08-06,-8.0,3.0,40.0,-2.0,-30.0,8.0,2061.0
Alabama,2020-08-07,-10.0,-2.0,45.0,-2.0,-30.0,8.0,2217.0
Alabama,2020-08-08,-12.0,3.0,68.0,12.0,-10.0,2.0,1953.0
Alabama,2020-08-09,-11.0,1.0,49.0,5.0,-17.0,3.0,981.0
Alabama,2020-08-10,-7.0,-1.0,30.0,-3.0,-30.0,7.0,1717.0
Alabama,2020-08-11,-8.0,0.0,24.0,-5.0,-29.0,8.0,1126.0
Alabama,2020-08-12,-5.0,0.0,36.0,-2.0,-30.0,7.0,995.0
Alabama,2020-08-13,-10.0,0.0,24.0,-3.0,-29.0,8.0,847.0
Alabama,2020-08-14,-12.0,-5.0,24.0,-5.0,-30.0,8.0,804.0
Alabama,2020-08-15,-12.0,2.0,51.0,6.0,-10.0,3.0,1381.0
Alabama,2020-08-16,-11.0,0.0,51.0,6.0,-17.0,3.0,984.0
Alabama,2020-08-17,-9.0,-2.0,30.0,-3.0,-29.0,6.0,626.0
Alabama,2020-08-18,-9.0,-1.0,28.0,-4.0,-27.0,7.0,1494.0
Alabama,2020-08-19,-7.0,-2.0,29.0,-4.0,-28.0,6.0,1265.0
Alabama,2020-08-20,-12.0,-3.0,18.0,-5.0,-28.0,7.0,1243.0
Alabama,2020-08-21,-12.0,-5.0,26.0,-6.0,-28.0,7.0,1183.0
Alabama,2020-08-22,-13.0,0.0,53.0,2.0,-9.0,3.0,900.0
Alabama,2020-08-23,-15.0,-2.0,34.0,0.0,-16.0,4.0,2392.0
Alabama,2020-08-24,-13.0,-6.0,17.0,-7.0,-27.0,7.0,761.0
Alabama,2020-08-25,-13.0,-6.0,9.0,-11.0,-27.0,8.0,875.0
Alabama,2020-08-26,-9.0,-4.0,19.0,-8.0,-27.0,7.0,2856.0
Alabama,2020-08-27,-13.0,-5.0,15.0,-9.0,-26.0,7.0,2870.0
Alabama,2020-08-28,-15.0,-9.0,9.0,-10.0,-27.0,9.0,1395.0
Alabama,2020-08-29,-14.0,-3.0,37.0,-5.0,-10.0,3.0,1847.0
Alabama,2020-08-30,-17.0,-7.0,15.0,-5.0,-17.0,4.0,1520.0
Alabama,2020-08-31,-11.0,-6.0,15.0,-7.0,-27.0,6.0,950.0
Alabama,2020-09-01,-7.0,3.0,20.0,-4.0,-26.0,6.0,2134.0
Alabama,2020-09-02,-7.0,-2.0,32.0,-3.0,-27.0,6.0,1160.0
Alabama,2020-09-03,-4.0,5.0,31.0,3.0,-26.0,5.0,1711.0
Alabama,2020-09-04,-5.0,1.0,40.0,7.0,-29.0,5.0,1528.0
Alabama,2020-09-05,-9.0,6.0,73.0,9.0,-16.0,1.0,1782.0
Alabama,2020-09-06,-8.0,4.0,82.0,-3.0,-21.0,1.0,534.0
Alabama,2020-09-07,-16.0,-4.0,71.0,-6.0,-69.0,15.0,1516.0
Alabama,2020-09-08,-10.0,-1.0,29.0,-3.0,-27.0,5.0,4.0
Alabama,2020-09-09,-6.0,-2.0,36.0,-2.0,-27.0,4.0,921.0
Alabama,2020-09-10,-11.0,-2.0,33.0,-5.0,-27.0,4.0,1609.0
Alabama,2020-09-11,-11.0,-6.0,38.0,-7.0,-26.0,4.0,1446.0
Alabama,2020-09-12,-12.0,-1.0,59.0,-1.0,-11.0,0.0,1160.0
Alabama,2020-09-13,-13.0,-2.0,39.0,-2.0,-18.0,2.0,1246.0
Alabama,2020-09-14,-9.0,4.0,31.0,-6.0,-25.0,4.0,904.0
Alabama,2020-09-15,-18.0,-6.0,11.0,-17.0,-30.0,8.0,888.0
Alabama,2020-09-16,-27.0,-21.0,0.0,-25.0,-38.0,9.0,1144.0
Alabama,2020-09-17,-14.0,-3.0,22.0,-7.0,-31.0,5.0,766.0
Alabama,2020-09-18,-12.0,-6.0,29.0,-7.0,-27.0,4.0,1491.0
Alabama,2020-09-19,-12.0,-2.0,49.0,-1.0,-10.0,0.0,1446.0
Alabama,2020-09-20,-11.0,-2.0,46.0,-2.0,-16.0,2.0,919.0
Alabama,2020-09-21,-9.0,-4.0,28.0,-5.0,-26.0,5.0,882.0
Alabama,2020-09-22,-10.0,-6.0,21.0,-8.0,-24.0,5.0,1025.0
Alabama,2020-09-23,-8.0,-5.0,14.0,-7.0,-24.0,6.0,674.0
Alabama,2020-09-24,-17.0,-10.0,-14.0,-12.0,-25.0,8.0,1125.0
Alabama,2020-09-25,-12.0,-8.0,9.0,-9.0,-23.0,6.0,4106.0
Alabama,2020-09-26,-16.0,-4.0,34.0,-5.0,-9.0,2.0,1213.0
Alabama,2020-09-27,-13.0,-6.0,32.0,-3.0,-15.0,3.0,790.0
Alabama,2020-09-28,-14.0,-9.0,4.0,-11.0,-23.0,6.0,823.0
Alabama,2020-09-29,-11.0,-7.0,9.0,-10.0,-22.0,6.0,648.0
Alabama,2020-09-30,-5.0,-3.0,19.0,-6.0,-24.0,4.0,1279.0
Alabama,2020-10-01,-6.0,1.0,18.0,-6.0,-22.0,3.0,1488.0
Alabama,2020-10-02,-6.0,-1.0,22.0,-4.0,-23.0,3.0,1081.0
Alabama,2020-10-03,-10.0,1.0,42.0,2.0,-10.0,0.0,2627.0
Alabama,2020-10-04,-9.0,-2.0,34.0,0.0,-17.0,1.0,859.0
Alabama,2020-10-05,-7.0,-2.0,21.0,-6.0,-24.0,4.0,611.0
Alabama,2020-10-06,-8.0,-2.0,18.0,-6.0,-23.0,4.0,896.0
Alabama,2020-10-07,-7.0,-3.0,23.0,-4.0,-24.0,4.0,1144.0
Alabama,2020-10-08,-12.0,-3.0,20.0,-3.0,-23.0,5.0,742.0
Alabama,2020-10-09,-14.0,-7.0,3.0,-11.0,-25.0,8.0,1744.0
Alabama,2020-10-10,-23.0,-10.0,-15.0,-16.0,-12.0,6.0,1121.0
Alabama,2020-10-11,-16.0,-6.0,5.0,-6.0,-16.0,4.0,943.0
Alabama,2020-10-12,-11.0,-5.0,25.0,-7.0,-31.0,7.0,835.0
Alabama,2020-10-13,-11.0,-4.0,23.0,-7.0,-23.0,5.0,1374.0
Alabama,2020-10-14,-8.0,-2.0,22.0,-5.0,-23.0,5.0,906.0
Alabama,2020-10-15,-11.0,-1.0,18.0,-5.0,-22.0,5.0,1456.0
Alabama,2020-10-16,-10.0,-5.0,21.0,-5.0,-22.0,5.0,1359.0
Alabama,2020-10-17,-13.0,-1.0,47.0,1.0,-9.0,1.0,1604.0
Alabama,2020-10-18,-12.0,-3.0,36.0,2.0,-15.0,2.0,1097.0
Alabama,2020-10-19,-12.0,-4.0,18.0,-8.0,-22.0,5.0,973.0
Alabama,2020-10-20,-12.0,-4.0,17.0,-9.0,-21.0,5.0,1342.0
Alabama,2020-10-21,-9.0,-3.0,21.0,-6.0,-22.0,5.0,1413.0
Alabama,2020-10-22,-12.0,-2.0,20.0,-6.0,-21.0,5.0,1733.0
Alabama,2020-10-23,-11.0,-6.0,20.0,-8.0,-22.0,5.0,6731.0
Alabama,2020-10-24,-20.0,-8.0,3.0,-10.0,-13.0,4.0,3689.0
Alabama,2020-10-25,-14.0,-4.0,28.0,-2.0,-16.0,2.0,1223.0
Alabama,2020-10-26,-12.0,-4.0,16.0,-8.0,-21.0,5.0,1114.0
Alabama,2020-10-27,-12.0,-3.0,10.0,-8.0,-20.0,5.0,1492.0
Alabama,2020-10-28,-13.0,-3.0,-15.0,-14.0,-24.0,7.0,1597.0
Alabama,2020-10-29,-12.0,-6.0,3.0,-13.0,-31.0,5.0,1729.0
Alabama,2020-10-30,-6.0,-1.0,12.0,-6.0,-25.0,3.0,1511.0
Alabama,2020-10-31,-11.0,6.0,47.0,-6.0,-9.0,-1.0,2003.0
Alabama,2020-11-01,-10.0,-1.0,21.0,-7.0,-15.0,1.0,2456.0
Alabama,2020-11-02,-9.0,-3.0,4.0,-9.0,-22.0,5.0,1069.0
Alabama,2020-11-03,4.0,6.0,37.0,-8.0,-22.0,3.0,1431.0
Alabama,2020-11-04,-10.0,-6.0,8.0,-9.0,-21.0,6.0,2208.0
Alabama,2020-11-05,-13.0,-4.0,5.0,-10.0,-20.0,6.0,1611.0
Alabama,2020-11-06,-12.0,-8.0,11.0,-12.0,-20.0,6.0,1932.0
Alaska,2020-02-15,5.0,3.0,14.0,2.0,1.0,0.0,0.0
Alaska,2020-02-16,15.0,5.0,29.0,6.0,1.0,-1.0,0.0
Alaska,2020-02-17,3.0,-2.0,9.0,-6.0,-33.0,8.0,0.0
Alaska,2020-02-18,-2.0,-2.0,1.0,4.0,-2.0,2.0,0.0
Alaska,2020-02-19,0.0,-2.0,1.0,4.0,-3.0,2.0,0.0
Alaska,2020-02-20,3.0,3.0,5.0,1.0,2.0,0.0,0.0
Alaska,2020-02-21,-1.0,-2.0,1.0,5.0,5.0,0.0,0.0
Alaska,2020-02-22,5.0,3.0,13.0,3.0,4.0,-1.0,0.0
Alaska,2020-02-23,12.0,4.0,16.0,1.0,2.0,-1.0,0.0
Alaska,2020-02-24,4.0,1.0,7.0,4.0,3.0,0.0,0.0
Alaska,2020-02-25,6.0,-1.0,1.0,-1.0,3.0,0.0,0.0
Alaska,2020-02-26,12.0,6.0,7.0,2.0,3.0,0.0,0.0
Alaska,2020-02-27,10.0,6.0,13.0,9.0,2.0,-1.0,0.0
Alaska,2020-02-28,12.0,5.0,13.0,8.0,6.0,-2.0,0.0
Alaska,2020-02-29,13.0,9.0,9.0,12.0,5.0,-2.0,0.0
Alaska,2020-03-01,18.0,14.0,6.0,16.0,5.0,-1.0,0.0
Alaska,2020-03-02,6.0,6.0,4.0,6.0,1.0,0.0,0.0
Alaska,2020-03-03,11.0,9.0,-2.0,3.0,3.0,0.0,0.0
Alaska,2020-03-04,11.0,8.0,3.0,8.0,3.0,0.0,0.0
Alaska,2020-03-05,9.0,7.0,9.0,4.0,2.0,0.0,0.0
Alaska,2020-03-06,9.0,4.0,10.0,9.0,0.0,1.0,0.0
Alaska,2020-03-07,12.0,10.0,17.0,9.0,3.0,-1.0,0.0
Alaska,2020-03-08,13.0,8.0,34.0,9.0,2.0,-1.0,0.0
Alaska,2020-03-09,7.0,4.0,14.0,3.0,-10.0,2.0,0.0
Alaska,2020-03-10,13.0,6.0,11.0,2.0,-7.0,2.0,0.0
Alaska,2020-03-11,12.0,9.0,16.0,3.0,-8.0,2.0,0.0
Alaska,2020-03-12,12.0,19.0,21.0,-1.0,-9.0,2.0,0.0
Alaska,2020-03-13,7.0,19.0,16.0,0.0,-10.0,3.0,1.0
Alaska,2020-03-14,0.0,19.0,37.0,1.0,-1.0,1.0,0.0
Alaska,2020-03-15,5.0,14.0,58.0,7.0,-1.0,0.0,0.0
Alaska,2020-03-16,1.0,20.0,29.0,-6.0,-12.0,4.0,0.0
Alaska,2020-03-17,-14.0,8.0,12.0,-12.0,-15.0,7.0,2.0
Alaska,2020-03-18,-19.0,8.0,6.0,-12.0,-21.0,9.0,3.0
Alaska,2020-03-19,-26.0,4.0,15.0,-21.0,-25.0,10.0,3.0
Alaska,2020-03-20,-28.0,3.0,23.0,-24.0,-25.0,12.0,3.0
Alaska,2020-03-21,-37.0,-1.0,1.0,-25.0,-20.0,8.0,2.0
Alaska,2020-03-22,-30.0,-4.0,65.0,-30.0,-21.0,6.0,8.0
Alaska,2020-03-23,-36.0,-11.0,23.0,-37.0,-35.0,14.0,14.0
Alaska,2020-03-24,-37.0,-12.0,17.0,-39.0,-39.0,16.0,6.0
Alaska,2020-03-25,-40.0,-15.0,6.0,-42.0,-41.0,18.0,17.0
Alaska,2020-03-26,-40.0,-13.0,31.0,-42.0,-42.0,17.0,10.0
Alaska,2020-03-27,-42.0,-15.0,2.0,-50.0,-40.0,19.0,16.0
Alaska,2020-03-28,-47.0,-15.0,11.0,-50.0,-30.0,11.0,17.0
Alaska,2020-03-29,-48.0,-27.0,18.0,-55.0,-33.0,10.0,12.0
Alaska,2020-03-30,-40.0,-17.0,15.0,-49.0,-46.0,18.0,5.0
Alaska,2020-03-31,-37.0,-15.0,15.0,-45.0,-44.0,18.0,14.0
Alaska,2020-04-01,-35.0,-8.0,3.0,-43.0,-44.0,18.0,10.0
Alaska,2020-04-02,-42.0,-14.0,-3.0,-50.0,-45.0,19.0,4.0
Alaska,2020-04-03,-42.0,-14.0,2.0,-47.0,-43.0,20.0,10.0
Alaska,2020-04-04,-47.0,-14.0,21.0,-50.0,-32.0,12.0,14.0
Alaska,2020-04-05,-41.0,-17.0,29.0,-52.0,-32.0,9.0,14.0
Alaska,2020-04-06,-37.0,-15.0,1.0,-49.0,-44.0,17.0,6.0
Alaska,2020-04-07,-38.0,-16.0,1.0,-48.0,-44.0,18.0,22.0
Alaska,2020-04-08,-38.0,-14.0,7.0,-49.0,-44.0,18.0,13.0
