sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,num_cases
Alabama,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,0.0
Alabama,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,0.0
Alabama,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,0.0
Alabama,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,0.0
Alabama,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,0.0
Alabama,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,0.0
Alabama,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,0.0
Alabama,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,0.0
Alabama,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,0.0
Alabama,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,0.0
Alabama,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,0.0
Alabama,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,0.0
Alabama,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,0.0
Alabama,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,0.0
Alabama,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,0.0
Alabama,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,0.0
Alabama,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,0.0
Alabama,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,0.0
Alabama,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,0.0
Alabama,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,0.0
Alabama,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,0.0
Alabama,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,0.0
Alabama,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,0.0
Alabama,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,0.0
Alabama,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,0.0
Alabama,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,0.0
Alabama,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,0.0
Alabama,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,0.0029135580822902433
Alabama,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,0.0029135580822902433
Alabama,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,0.06409827781038535
Alabama,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,0.08449318438641706
Alabama,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,0.1136287652093195
Alabama,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,0.14859146219680242
Alabama,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,0.227257530418639
Alabama,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,0.3059235986404756
Alabama,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,0.3787625506977316
Alabama,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,0.39333034110918286
Alabama,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,0.48656419974247067
Alabama,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,0.5914522907049194
Alabama,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,0.9760419575672316
Alabama,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,1.3198418112774803
Alabama,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,1.5529264578606998
Alabama,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,1.7160857104689533
Alabama,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,1.9608245893813339
Alabama,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,2.1880821197999727
Alabama,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,2.205563468293714
Alabama,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,2.097761819248975
Alabama,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,2.1531194228124897
Alabama,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,2.610548041732058
Alabama,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,2.6600785291309923
Alabama,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,2.945607221195436
Alabama,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,3.0854580091453676
Alabama,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,3.4904425825837118
Alabama,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,4.058586408630309
Alabama,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,4.568459073031102
Alabama,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,4.291671055213529
Alabama,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,4.746186116050806
Alabama,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,5.075418179349604
Alabama,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,5.235663873875567
Alabama,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,5.116207992501668
Alabama,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,5.075418179349604
Alabama,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,4.562631956866521
Alabama,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,4.556804840701941
Alabama,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,4.256708358226046
Alabama,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,3.9711796661616017
Alabama,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,5.401736684566111
Alabama,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,5.701833167042007
Alabama,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,5.334724848673436
Alabama,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,5.564895937174365
Alabama,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,4.236313451650014
Alabama,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,4.341201542612462
Alabama,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,5.50079765936398
Alabama,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,2.5697582285799947
Alabama,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,3.612812022039902
Alabama,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,3.612812022039902
Alabama,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,3.4991832568305825
Alabama,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,3.6943916483440287
Alabama,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,4.073154199041761
Alabama,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,3.0708902187339167
Alabama,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,5.797980583757584
Alabama,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,5.078331737431895
Alabama,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,4.017796595478246
Alabama,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,5.693092492795135
Alabama,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,7.484930713403635
Alabama,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,7.391696854770347
Alabama,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,7.228537602162094
Alabama,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,6.176743134455316
Alabama,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,5.847511071156519
Alabama,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,7.211056253668352
Alabama,2020-05-14,-10.0,5.0,38.0,-11.0,-31.0,11.0,6.115558414727221
Alabama,2020-05-15,-13.0,1.0,46.0,-12.0,-32.0,11.0,5.920350023213775
Alabama,2020-05-16,-15.0,8.0,71.0,-4.0,-14.0,4.0,6.068941485410577
Alabama,2020-05-17,-18.0,-1.0,30.0,-12.0,-21.0,6.0,4.084808431370921
Alabama,2020-05-18,-8.0,1.0,16.0,-12.0,-29.0,10.0,6.374865084051052
Alabama,2020-05-19,-6.0,6.0,35.0,-10.0,-28.0,10.0,4.300411729460399
Alabama,2020-05-20,-1.0,7.0,44.0,-4.0,-30.0,9.0,6.9808851651674235
Alabama,2020-05-21,-5.0,9.0,40.0,-4.0,-30.0,10.0,6.83229370297062
Alabama,2020-05-22,-11.0,4.0,40.0,-3.0,-32.0,11.0,6.733232728172752
Alabama,2020-05-23,-14.0,10.0,68.0,3.0,-14.0,4.0,7.05663767530697
Alabama,2020-05-24,-13.0,10.0,89.0,-8.0,-21.0,3.0,9.416619721962066
Alabama,2020-05-25,-20.0,0.0,84.0,-15.0,-67.0,17.0,7.814162776702433
Alabama,2020-05-26,-12.0,0.0,1.0,-8.0,-30.0,11.0,10.768510672144739
Alabama,2020-05-27,-9.0,0.0,14.0,-8.0,-30.0,11.0,8.664921736731184
Alabama,2020-05-28,-6.0,7.0,31.0,-4.0,-28.0,10.0,9.029116497017464
Alabama,2020-05-29,-9.0,2.0,45.0,-5.0,-28.0,10.0,9.92649238636286
Alabama,2020-05-30,-11.0,7.0,75.0,8.0,-6.0,3.0,9.57395185840574
Alabama,2020-05-31,-9.0,5.0,79.0,3.0,-14.0,3.0,10.28777358856685
Alabama,2020-06-01,-1.0,8.0,46.0,-1.0,-28.0,8.0,9.34378076990481
Alabama,2020-06-02,-4.0,7.0,36.0,-3.0,-27.0,9.0,8.72902001454157
Alabama,2020-06-03,1.0,9.0,44.0,-1.0,-28.0,8.0,7.610213710942116
Alabama,2020-06-04,-6.0,8.0,35.0,-4.0,-27.0,9.0,6.922614003521618
Alabama,2020-06-05,-10.0,2.0,41.0,-5.0,-28.0,10.0,6.10973129856264
Alabama,2020-06-06,-11.0,8.0,55.0,7.0,-9.0,3.0,7.135303743528806
Alabama,2020-06-07,-15.0,-1.0,36.0,-7.0,-17.0,5.0,6.7011835892675595
Alabama,2020-06-08,-10.0,-1.0,10.0,-10.0,-28.0,10.0,8.900919941396694
Alabama,2020-06-09,-8.0,1.0,9.0,-7.0,-27.0,10.0,7.8811746125951085
Alabama,2020-06-10,-1.0,6.0,43.0,-2.0,-27.0,8.0,9.367089234563133
Alabama,2020-06-11,-3.0,7.0,60.0,2.0,-26.0,8.0,11.153100339007052
Alabama,2020-06-12,-7.0,3.0,71.0,1.0,-27.0,8.0,12.752643726184395
Alabama,2020-06-13,-9.0,8.0,92.0,18.0,-6.0,2.0,15.616671321075705
Alabama,2020-06-14,-8.0,5.0,75.0,10.0,-14.0,2.0,16.99478429399899
Alabama,2020-06-15,-3.0,4.0,61.0,1.0,-27.0,7.0,15.494301881619513
Alabama,2020-06-16,-3.0,6.0,60.0,0.0,-26.0,8.0,16.103235520818174
Alabama,2020-06-17,1.0,7.0,68.0,1.0,-28.0,7.0,15.622498437240285
Alabama,2020-06-18,-4.0,6.0,58.0,3.0,-27.0,8.0,15.756522109025637
Alabama,2020-06-19,-6.0,5.0,72.0,4.0,-29.0,6.0,15.584622182170511
Alabama,2020-06-20,-6.0,14.0,93.0,20.0,-7.0,1.0,12.306869339593987
Alabama,2020-06-21,-10.0,7.0,58.0,8.0,-15.0,2.0,11.004508876810249
Alabama,2020-06-22,-8.0,-1.0,30.0,2.0,-30.0,9.0,11.074434270785215
Alabama,2020-06-23,-7.0,2.0,29.0,-2.0,-29.0,9.0,12.717681029196912
Alabama,2020-06-24,-3.0,2.0,28.0,0.0,-29.0,9.0,13.990905911157748
Alabama,2020-06-25,-6.0,4.0,38.0,1.0,-28.0,9.0,14.748431012553212
Alabama,2020-06-26,-9.0,-1.0,41.0,2.0,-29.0,9.0,15.299093490106069
Alabama,2020-06-27,-11.0,3.0,59.0,19.0,-7.0,3.0,16.350887957812844
Alabama,2020-06-28,-10.0,1.0,58.0,11.0,-13.0,3.0,18.64677172665756
Alabama,2020-06-29,-5.0,0.0,42.0,2.0,-29.0,8.0,19.803454285326783
Alabama,2020-06-30,-2.0,3.0,34.0,0.0,-29.0,9.0,20.129772790543292
Alabama,2020-07-01,4.0,9.0,35.0,5.0,-32.0,8.0,20.322067623974448
Alabama,2020-07-02,6.0,18.0,54.0,12.0,-34.0,8.0,20.196784626435967
Alabama,2020-07-03,-3.0,18.0,76.0,0.0,-55.0,14.0,22.37903963007136
Alabama,2020-07-04,-35.0,0.0,76.0,-9.0,-28.0,4.0,22.670395438300385
Alabama,2020-07-05,-18.0,-7.0,46.0,11.0,-21.0,4.0,24.966279207145096
Alabama,2020-07-06,-5.0,3.0,40.0,6.0,-34.0,9.0,22.481014162951517
Alabama,2020-07-07,-7.0,2.0,29.0,-1.0,-31.0,9.0,22.6354327413129
Alabama,2020-07-08,-3.0,3.0,40.0,1.0,-31.0,8.0,23.387130726543784
Alabama,2020-07-09,-6.0,4.0,43.0,2.0,-30.0,9.0,26.726068288848403
Alabama,2020-07-10,-10.0,0.0,45.0,-1.0,-31.0,9.0,25.62474333374269
Alabama,2020-07-11,-11.0,5.0,70.0,17.0,-8.0,3.0,26.906708889950398
Alabama,2020-07-12,-16.0,-4.0,29.0,5.0,-18.0,5.0,25.793729702515524
Alabama,2020-07-13,-6.0,1.0,41.0,0.0,-30.0,8.0,31.918028791489615
Alabama,2020-07-14,-4.0,4.0,47.0,0.0,-30.0,8.0,34.32171420937907
Alabama,2020-07-15,-3.0,3.0,42.0,1.0,-31.0,8.0,36.206786288620854
Alabama,2020-07-16,-8.0,5.0,38.0,1.0,-30.0,9.0,35.78723392477106
Alabama,2020-07-17,-11.0,-1.0,44.0,1.0,-31.0,9.0,37.79176188538675
Alabama,2020-07-18,-13.0,4.0,63.0,16.0,-10.0,3.0,39.88078303038885
Alabama,2020-07-19,-12.0,1.0,48.0,7.0,-18.0,4.0,40.47223532109377
Alabama,2020-07-20,-9.0,-1.0,35.0,-1.0,-31.0,8.0,40.09929988656062
Alabama,2020-07-21,-9.0,0.0,28.0,-4.0,-31.0,9.0,39.586513664077536
Alabama,2020-07-22,-4.0,3.0,43.0,0.0,-30.0,8.0,38.840642795011235
Alabama,2020-07-23,-8.0,2.0,31.0,1.0,-30.0,9.0,40.169225280535585
Alabama,2020-07-24,-11.0,-3.0,37.0,0.0,-30.0,10.0,39.764240707097244
Alabama,2020-07-25,-14.0,1.0,54.0,12.0,-10.0,3.0,39.79337628792015
Alabama,2020-07-26,-13.0,-1.0,51.0,5.0,-18.0,4.0,38.10933971635638
Alabama,2020-07-27,-8.0,-1.0,32.0,-3.0,-31.0,8.0,38.26667185280006
Alabama,2020-07-28,-9.0,-1.0,24.0,-4.0,-30.0,9.0,37.54410944839208
Alabama,2020-07-29,-5.0,-1.0,34.0,-3.0,-31.0,9.0,37.016755435497544
Alabama,2020-07-30,-8.0,1.0,31.0,-2.0,-30.0,9.0,35.90086268998038
Alabama,2020-07-31,-7.0,0.0,38.0,0.0,-31.0,9.0,36.544759026166524
Alabama,2020-08-01,-9.0,8.0,63.0,15.0,-9.0,2.0,34.881117361178795
Alabama,2020-08-02,-10.0,3.0,59.0,8.0,-18.0,3.0,37.41008577660673
Alabama,2020-08-03,-1.0,6.0,44.0,1.0,-30.0,7.0,35.34145953818065
Alabama,2020-08-04,-4.0,5.0,38.0,-2.0,-29.0,7.0,35.19578163406614
Alabama,2020-08-05,-2.0,4.0,51.0,0.0,-30.0,7.0,34.17312274718226
Alabama,2020-08-06,-8.0,3.0,40.0,-2.0,-30.0,8.0,33.79436019648453
Alabama,2020-08-07,-10.0,-2.0,45.0,-2.0,-30.0,8.0,34.0128770526563
Alabama,2020-08-08,-12.0,3.0,68.0,12.0,-10.0,2.0,35.06175796228079
Alabama,2020-08-09,-11.0,1.0,49.0,5.0,-17.0,3.0,31.62958654134288
Alabama,2020-08-10,-7.0,-1.0,30.0,-3.0,-30.0,7.0,32.79209621617669
Alabama,2020-08-11,-8.0,0.0,24.0,-5.0,-29.0,8.0,32.3404947134217
Alabama,2020-08-12,-5.0,0.0,36.0,-2.0,-30.0,7.0,32.19481680930719
Alabama,2020-08-13,-10.0,0.0,24.0,-3.0,-29.0,8.0,28.657757297406835
Alabama,2020-08-14,-12.0,-5.0,24.0,-5.0,-30.0,8.0,24.54089972713072
Alabama,2020-08-15,-12.0,2.0,51.0,6.0,-10.0,3.0,22.8743445040607
Alabama,2020-08-16,-11.0,0.0,51.0,6.0,-17.0,3.0,22.88308517830757
Alabama,2020-08-17,-9.0,-2.0,30.0,-3.0,-29.0,6.0,19.704393310528918
Alabama,2020-08-18,-9.0,-1.0,28.0,-4.0,-27.0,7.0,20.776582684811725
Alabama,2020-08-19,-7.0,-2.0,29.0,-4.0,-28.0,6.0,21.56324336703009
Alabama,2020-08-20,-12.0,-3.0,18.0,-5.0,-28.0,7.0,22.717012367617027
Alabama,2020-08-21,-12.0,-5.0,26.0,-6.0,-28.0,7.0,23.82125088080503
Alabama,2020-08-22,-13.0,0.0,53.0,2.0,-9.0,3.0,22.419829443223424
Alabama,2020-08-23,-15.0,-2.0,34.0,0.0,-16.0,4.0,26.522119223088087
Alabama,2020-08-24,-13.0,-6.0,17.0,-7.0,-27.0,7.0,26.915449564197267
Alabama,2020-08-25,-13.0,-6.0,9.0,-11.0,-27.0,8.0,25.111957111259606
Alabama,2020-08-26,-9.0,-4.0,19.0,-8.0,-27.0,7.0,29.747428020183385
Alabama,2020-08-27,-13.0,-5.0,15.0,-9.0,-26.0,7.0,34.48778702006961
Alabama,2020-08-28,-15.0,-9.0,9.0,-10.0,-27.0,9.0,35.105461333515144
Alabama,2020-08-29,-14.0,-3.0,37.0,-5.0,-10.0,3.0,37.864600837444
Alabama,2020-08-30,-17.0,-7.0,15.0,-5.0,-17.0,4.0,35.32397818968691
Alabama,2020-08-31,-11.0,-6.0,15.0,-7.0,-27.0,6.0,35.87464066723977
Alabama,2020-09-01,-7.0,3.0,20.0,-4.0,-26.0,6.0,39.542810292843185
Alabama,2020-09-02,-7.0,-2.0,32.0,-3.0,-27.0,6.0,34.60141578527893
Alabama,2020-09-03,-4.0,5.0,31.0,3.0,-26.0,5.0,31.224601967904537
Alabama,2020-09-04,-5.0,1.0,40.0,7.0,-29.0,5.0,31.61210519284914
Alabama,2020-09-05,-9.0,6.0,73.0,9.0,-16.0,1.0,31.422723917500274
Alabama,2020-09-06,-8.0,4.0,82.0,-3.0,-21.0,1.0,28.549955648362094
Alabama,2020-09-07,-16.0,-4.0,71.0,-6.0,-69.0,15.0,30.19902952293837
Alabama,2020-09-08,-10.0,-1.0,29.0,-3.0,-27.0,5.0,23.993150807660154
Alabama,2020-09-09,-6.0,-2.0,36.0,-2.0,-27.0,4.0,23.296810425992785
Alabama,2020-09-10,-11.0,-2.0,33.0,-5.0,-27.0,4.0,22.999627501599182
Alabama,2020-09-11,-11.0,-6.0,38.0,-7.0,-26.0,4.0,22.76071573885138
Alabama,2020-09-12,-12.0,-1.0,59.0,-1.0,-11.0,0.0,20.94848261166685
Alabama,2020-09-13,-13.0,-2.0,39.0,-2.0,-18.0,2.0,23.022935966257503
Alabama,2020-09-14,-9.0,4.0,31.0,-6.0,-25.0,4.0,21.239838419895875
Alabama,2020-09-15,-18.0,-6.0,11.0,-17.0,-30.0,8.0,23.81542376464045
Alabama,2020-09-16,-27.0,-21.0,0.0,-25.0,-38.0,9.0,24.465147216991173
Alabama,2020-09-17,-14.0,-3.0,22.0,-7.0,-31.0,5.0,22.009017753620498
Alabama,2020-09-18,-12.0,-6.0,29.0,-7.0,-27.0,4.0,22.14012786732356
Alabama,2020-09-19,-12.0,-2.0,49.0,-1.0,-10.0,0.0,22.97340547885857
Alabama,2020-09-20,-11.0,-2.0,46.0,-2.0,-16.0,2.0,22.020671985949658
Alabama,2020-09-21,-9.0,-4.0,28.0,-5.0,-26.0,5.0,21.956573708139274
Alabama,2020-09-22,-10.0,-6.0,21.0,-8.0,-24.0,5.0,22.355731165413037
Alabama,2020-09-23,-8.0,-5.0,14.0,-7.0,-24.0,6.0,20.986358866736623
Alabama,2020-09-24,-17.0,-10.0,-14.0,-12.0,-25.0,8.0,22.032326218278822
Alabama,2020-09-25,-12.0,-8.0,9.0,-9.0,-23.0,6.0,29.651280603467807
Alabama,2020-09-26,-16.0,-4.0,34.0,-5.0,-9.0,2.0,28.97242157029418
Alabama,2020-09-27,-13.0,-6.0,32.0,-3.0,-15.0,3.0,28.59657257767874
Alabama,2020-09-28,-14.0,-9.0,4.0,-11.0,-23.0,6.0,28.424672650823613
Alabama,2020-09-29,-11.0,-7.0,9.0,-10.0,-22.0,6.0,27.326261253800194
Alabama,2020-09-30,-5.0,-3.0,19.0,-6.0,-24.0,4.0,29.08896389358579
Alabama,2020-10-01,-6.0,1.0,18.0,-6.0,-22.0,3.0,30.146585477457148
Alabama,2020-10-02,-6.0,-1.0,22.0,-4.0,-23.0,3.0,21.333072278529162
Alabama,2020-10-03,-10.0,1.0,42.0,2.0,-10.0,0.0,25.452843406887567
Alabama,2020-10-04,-9.0,-2.0,34.0,0.0,-17.0,1.0,25.653878914565592
Alabama,2020-10-05,-7.0,-2.0,21.0,-6.0,-24.0,4.0,25.036204601120062
Alabama,2020-10-06,-8.0,-2.0,18.0,-6.0,-23.0,4.0,25.758767005528043
Alabama,2020-10-07,-7.0,-3.0,23.0,-4.0,-24.0,4.0,25.36543666441886
Alabama,2020-10-08,-12.0,-3.0,20.0,-3.0,-23.0,5.0,23.191922335030338
Alabama,2020-10-09,-14.0,-7.0,3.0,-11.0,-25.0,8.0,25.12361134358877
Alabama,2020-10-10,-23.0,-10.0,-15.0,-16.0,-12.0,6.0,20.735792871659662
Alabama,2020-10-11,-16.0,-6.0,5.0,-6.0,-16.0,4.0,20.98053175057204
Alabama,2020-10-12,-11.0,-5.0,25.0,-7.0,-31.0,7.0,21.633168761005056
Alabama,2020-10-13,-11.0,-4.0,23.0,-7.0,-23.0,5.0,23.025849524339794
Alabama,2020-10-14,-8.0,-2.0,22.0,-5.0,-23.0,5.0,22.332422700754716
Alabama,2020-10-15,-11.0,-1.0,18.0,-5.0,-22.0,5.0,24.41270317150995
Alabama,2020-10-16,-10.0,-5.0,21.0,-5.0,-22.0,5.0,23.290983309828206
Alabama,2020-10-17,-13.0,-1.0,47.0,1.0,-9.0,1.0,24.698231863574392
Alabama,2020-10-18,-12.0,-3.0,36.0,2.0,-15.0,2.0,25.14691980824709
Alabama,2020-10-19,-12.0,-4.0,18.0,-8.0,-22.0,5.0,25.548990823603145
Alabama,2020-10-20,-12.0,-4.0,17.0,-9.0,-21.0,5.0,25.455756964969858
Alabama,2020-10-21,-9.0,-3.0,21.0,-6.0,-22.0,5.0,26.93293091269101
Alabama,2020-10-22,-12.0,-2.0,20.0,-6.0,-21.0,5.0,27.739986501485408
Alabama,2020-10-23,-11.0,-6.0,20.0,-8.0,-22.0,5.0,43.391620519548596
Alabama,2020-10-24,-20.0,-8.0,3.0,-10.0,-13.0,4.0,49.466389121123754
Alabama,2020-10-25,-14.0,-4.0,28.0,-2.0,-16.0,2.0,49.83349743949232
Alabama,2020-10-26,-12.0,-4.0,16.0,-8.0,-21.0,5.0,50.24430912909525
Alabama,2020-10-27,-12.0,-3.0,10.0,-8.0,-20.0,5.0,50.681342841438784
Alabama,2020-10-28,-13.0,-3.0,-15.0,-14.0,-24.0,7.0,51.21743752858019
Alabama,2020-10-29,-12.0,-6.0,3.0,-13.0,-31.0,5.0,51.20578329625103
Alabama,2020-10-30,-6.0,-1.0,12.0,-6.0,-25.0,3.0,35.99701010669596
Alabama,2020-10-31,-11.0,6.0,47.0,-6.0,-9.0,-1.0,31.08475117995461
Alabama,2020-11-01,-10.0,-1.0,21.0,-7.0,-15.0,1.0,34.677168295418475
Alabama,2020-11-02,-9.0,-3.0,4.0,-9.0,-22.0,5.0,34.546058181715416
Alabama,2020-11-03,4.0,6.0,37.0,-8.0,-22.0,3.0,34.36833113869571
Alabama,2020-11-04,-10.0,-6.0,8.0,-9.0,-21.0,6.0,36.14851512697505
Alabama,2020-11-05,-13.0,-4.0,5.0,-10.0,-20.0,6.0,35.804715273264804
Alabama,2020-11-06,-12.0,-8.0,11.0,-12.0,-20.0,6.0,37.03132322590899
Alaska,2020-02-15,5.0,3.0,14.0,2.0,1.0,0.0,0.0
Alaska,2020-02-16,15.0,5.0,29.0,6.0,1.0,-1.0,0.0
Alaska,2020-02-17,3.0,-2.0,9.0,-6.0,-33.0,8.0,0.0
Alaska,2020-02-18,-2.0,-2.0,1.0,4.0,-2.0,2.0,0.0
Alaska,2020-02-19,0.0,-2.0,1.0,4.0,-3.0,2.0,0.0
Alaska,2020-02-20,3.0,3.0,5.0,1.0,2.0,0.0,0.0
Alaska,2020-02-21,-1.0,-2.0,1.0,5.0,5.0,0.0,0.0
Alaska,2020-02-22,5.0,3.0,13.0,3.0,4.0,-1.0,0.0
Alaska,2020-02-23,12.0,4.0,16.0,1.0,2.0,-1.0,0.0
Alaska,2020-02-24,4.0,1.0,7.0,4.0,3.0,0.0,0.0
Alaska,2020-02-25,6.0,-1.0,1.0,-1.0,3.0,0.0,0.0
Alaska,2020-02-26,12.0,6.0,7.0,2.0,3.0,0.0,0.0
Alaska,2020-02-27,10.0,6.0,13.0,9.0,2.0,-1.0,0.0
Alaska,2020-02-28,12.0,5.0,13.0,8.0,6.0,-2.0,0.0
Alaska,2020-02-29,13.0,9.0,9.0,12.0,5.0,-2.0,0.0
Alaska,2020-03-01,18.0,14.0,6.0,16.0,5.0,-1.0,0.0
Alaska,2020-03-02,6.0,6.0,4.0,6.0,1.0,0.0,0.0
Alaska,2020-03-03,11.0,9.0,-2.0,3.0,3.0,0.0,0.0
Alaska,2020-03-04,11.0,8.0,3.0,8.0,3.0,0.0,0.0
Alaska,2020-03-05,9.0,7.0,9.0,4.0,2.0,0.0,0.0
Alaska,2020-03-06,9.0,4.0,10.0,9.0,0.0,1.0,0.0
Alaska,2020-03-07,12.0,10.0,17.0,9.0,3.0,-1.0,0.0
Alaska,2020-03-08,13.0,8.0,34.0,9.0,2.0,-1.0,0.0
Alaska,2020-03-09,7.0,4.0,14.0,3.0,-10.0,2.0,0.0
Alaska,2020-03-10,13.0,6.0,11.0,2.0,-7.0,2.0,0.0
Alaska,2020-03-11,12.0,9.0,16.0,3.0,-8.0,2.0,0.0
Alaska,2020-03-12,12.0,19.0,21.0,-1.0,-9.0,2.0,0.0
Alaska,2020-03-13,7.0,19.0,16.0,0.0,-10.0,3.0,0.01952814151653594
Alaska,2020-03-14,0.0,19.0,37.0,1.0,-1.0,1.0,0.01952814151653594
Alaska,2020-03-15,5.0,14.0,58.0,7.0,-1.0,0.0,0.01952814151653594
Alaska,2020-03-16,1.0,20.0,29.0,-6.0,-12.0,4.0,0.01952814151653594
Alaska,2020-03-17,-14.0,8.0,12.0,-12.0,-15.0,7.0,0.05858442454960782
Alaska,2020-03-18,-19.0,8.0,6.0,-12.0,-21.0,9.0,0.11716884909921564
Alaska,2020-03-19,-26.0,4.0,15.0,-21.0,-25.0,10.0,0.17575327364882345
